airport_id,name,iso_country,iso_region,city,iata_code
20909,Kněžmost Airstrip,CZ,CZ-ST,Kněžmost,
20910,Dynín Airstrip,CZ,CZ-JC,Dynín u Třeboně,
20911,Zbudov Airstrip,CZ,CZ-PA,Zbudov u Žamberka,
20912,Kozojedy Airstrip,CZ,CZ-KR,Kozojedy,
20913,Poličná-Juřinka Airfield,CZ,CZ-ZL,Valašské Meziříčí,
20914,Ivančice u Brna ULM,CZ,CZ-JM,Ivančice u Brna,
20915,Kelč Airstrip,CZ,CZ-ZL,Kelč,
20917,Štětí Airstrip,CZ,CZ-US,Štětí,
20918,Všeň Airstrip,CZ,CZ-LI,Všeň,
20919,Kněžice u Jičína Airfield,CZ,CZ-ST,Kněžice u Jičína,
20920,Poděbrady Airfield,CZ,CZ-ST,Poděbrady,
20921,Opava-Kylešovice Airstrip,CZ,CZ-MO,Opava,
20922,Velké Pavlovice Airfield,CZ,CZ-JM,Velké Pavlovice,
20923,Osičiny Airstrip,CZ,CZ-ST,Osičiny,
20924,Česká Lípa West ULM,CZ,CZ-LI,Horní Libchava,
20925,Želeč Airstrip,CZ,CZ-JC,Želeč,
20927,Křinec Airstrip,CZ,CZ-ST,Křinec,
20928,Nová Včelnice Airstrip,CZ,CZ-JC,Nová Včelnice,
20929,Litomyšl ULM,CZ,CZ-PA,Litomyšl,
20930,Strachotice u Znojma ULM,CZ,CZ-JM,Strachotice,
20931,Radovesice Airfield,CZ,CZ-US,Radovesice,
20932,Loučeň Airstrip,CZ,CZ-ST,Loučeň,
20936,Zbilidy Ultrallightport,CZ,CZ-VY,Zbilidy,
20937,Stará Paka Airfield,CZ,CZ-KR,Stará Paka,
20939,Lipová Sport Airfield,CZ,CZ-US,Lipová,
20940,Jinošov Airstrip,CZ,CZ-VY,Jinošov,
20941,Bánov Airstrip,CZ,CZ-ZL,Bánov,
20942,Veselí u Přelouče Airfield,CZ,CZ-PA,Veselí u Přelouče,
20946,Trutnov-Volanov Airfield,CZ,CZ-KR,Trutnov,
20947,Místek,CZ,CZ-MO,Místek,
20948,Letiště Hať u Hlučína,CZ,CZ-MO,Hať,
20949,Náchod Vysokov Airfield,CZ,CZ-KR,Vysokov,
20950,Moravský Beroun,CZ,CZ-OL,Moravský Beroun,
20951,Šumvald Ultralight Airstrip,CZ,CZ-OL,Šumvald,
20952,Sedliště Airstrip,CZ,CZ-MO,Sedliště,
20953,Nučice Airfield,CZ,CZ-ST,Nučice,
20954,Milhostov u Chebu ULM,CZ,CZ-KA,Milhostov,
20955,Luhačovice Airfield,CZ,CZ-ZL,Luhačovice,
20956,Mladá Airfield,CZ,CZ-ST,Milovice,
20957,Excalibur City Airfield,CZ,CZ-JM,Chvalovice,
20958,Nabočany Airstrip,CZ,CZ-PA,Nabočany,
20959,Kravi Hora Airfield,CZ,CZ-JM,Bořetice,
20960,Chvojenec Airstrip,CZ,CZ-PA,Chvojenec,
20962,Šeborov South Airstrip,CZ,CZ-VY,Uhřínov,
20963,Kejžlice Airfield,CZ,CZ-VY,Kejžlice,
20964,Budkovice Airfield,CZ,CZ-VY,Ivančice,
20965,Rovná u Sokolova Airstrip,CZ,CZ-KA,Rovná u Sokolova,
20967,Česká Skalice Ultralight Airfield,CZ,CZ-KR,Dolany,
20968,Strachotín u Mikulova Airstrip,CZ,CZ-JM,Strachotín-Hustopeče u Brna,
20969,Bobrová Ultralight Airfield,CZ,CZ-VY,Bobrová,
20970,Třebihošť ULM,CZ,CZ-KR,Třebihošť,
20971,Luka nad Jihlavou ULM,CZ,CZ-VY,Luka nad Jihlavou,
20973,Přešťovice u Strakonic Airstrip,CZ,CZ-JC,Přešťovice,
20975,Manětín Airstrip,CZ,CZ-PL,Manětín,
20976,Kostelec Airstrip,CZ,CZ-PL,Kostelec,
20977,Moravské Budějovice Airfield,CZ,CZ-VY,Moravské Budějovice,
20978,Jilemnice Airstrip,CZ,CZ-KR,Jilemnice,
20979,Mříčná Airstrip,CZ,CZ-KR,Mříčná,
20980,Radim u Chrudimi ULM,CZ,CZ-PA,Luže,
20982,Vyskeř UL,CZ,CZ-LI,Vyskeř,
20983,Slezská Harta Airstrip,CZ,CZ-MO,Razová,
20984,Kněževes Airstrip,CZ,CZ-VY,Kněževes,
20986,Choceň Airstrip,CZ,CZ-PA,Choceň,
20988,Písek UL Airstrip,CZ,CZ-JC,Písek,
20991,Podbořany Airstrip,CZ,CZ-US,Podbořany,
20992,Brťov Airfield,CZ,CZ-JM,Brťov-Jeneč,
20993,Budíškovice Airstrip,CZ,CZ-JM,Budíškovice,
21003,Chrášťany Airfield,CZ,CZ-ST,Chrášťany,
21006,Syrovice Airfield,CZ,CZ-JM,Syrovice,
21007,Vraclav u Vysokého Mýta ULM,CZ,CZ-PA,Vraclav,
21010,Dlouhé Dvory Airfield,CZ,CZ-KR,Střezetice,
21021,Stránecká Zhoř cropduster strip,CZ,CZ-VY,Stránecká Zhoř,
21022,Březno u Chomutova Airstrip,CZ,CZ-US,Droužkovice,
21031,Šeborov North UL,CZ,CZ-VY,Uhřínov,
21033,Litochovice u Strakonic Airstrip,CZ,CZ-JC,Litochovice,
21035,Březí Falcon Airfield,CZ,CZ-VY,Březí,
21037,Zvole Western Airfield,CZ,CZ-VY,Zvole,
21047,Kozmice Airstrip,CZ,CZ-MO,Kozmice,
21048,Vracov Cropduster Airstrip,CZ,CZ-JM,Vracov,
21050,York Landing Airport,CA,CA-MB,York Landing,ZAC
21051,Shuswap Regional Airport,CA,CA-BC,Salmon Arm,YSN
21052,Burlington Executive Airpark,CA,CA-ON,Burlington,
21053,Boundary Bay Airport,CA,CA-BC,Delta,YDT
21054,Ilford Airport,CA,CA-MB,Ilford,ILF
21055,Bathurst Airport,CA,CA-NB,South Tetagouche,ZBF
21056,Bromont (Roland Désourdy) Airport,CA,CA-QC,Bromont,ZBM
21057,Kelsey Airport,CA,CA-MB,Kelsey,KES
21058,Eastmain River Airport,CA,CA-QC,Eastmain River,ZEM
21059,Dillon Field,CA,CA-ON,"Zephyr,",
21060,Faro Airport,CA,CA-YT,Faro,ZFA
21061,Fond-du-Lac Airport,CA,CA-SK,Fond-du-Lac,ZFD
21062,Pukatawagan Airport,CA,CA-MB,Pukatawagan,XPK
21063,Fort Mcpherson Airport,CA,CA-NT,Fort Mcpherson,ZFM
21064,Tulita Airport,CA,CA-NT,Tulita,ZFN
21065,Grand Forks Airport,CA,CA-BC,Grand Forks,ZGF
21066,Gods River Airport,CA,CA-MB,Gods River,ZGI
21067,Little Grand Rapids Airport,CA,CA-MB,Little Grand Rapids,ZGR
21068,High Prairie Airport,CA,CA-AB,High Prairie,ZHP
21069,Corazón de Jesús Airport,PA,PS-GY,Tupile,CZJ
21070,Jenpeg Airport,CA,CA-MB,Jenpeg,ZJG
21071,Swan River Airport,CA,CA-MB,Swan River,ZJN
21072,Cascade Locks State Airport,US,US-OR,Cascade Locks,CZK
21073,Kashechewan Airport,CA,CA-ON,Kashechewan,ZKE
21074,Thicket Portage Airport,CA,CA-MB,Thicket Portage,YTD
21075,Muskrat Dam Airport,CA,CA-ON,Muskrat Dam,MSA
21076,South Cariboo Region / 108 Mile Airport,CA,CA-BC,108 Mile,ZMH
21077,Pikwitonei Airport,CA,CA-MB,Pikwitonei,PIW
21078,Masset Airport,CA,CA-BC,Masset,ZMT
21079,Chisana Airport,US,US-AK,Chisana,CZN
21080,Poplar River Airport,CA,CA-MB,Poplar River,XPP
21081,Nelson Airport,CA,CA-BC,Nelson,
21082,Chistochina Airport,US,US-AK,Chistochina,CZO
21083,Sachigo Lake Airport,CA,CA-ON,Sachigo Lake,ZPB
21084,Pincher Creek Airport,CA,CA-AB,Pincher Creek,WPC
21085,Pinehouse Lake Airport,CA,CA-SK,Pinehouse Lake,ZPO
21086,Round Lake (Weagamow Lake) Airport,CA,CA-ON,Round Lake,ZRJ
21087,Sandy Lake Airport,CA,CA-ON,Sandy Lake,ZSJ
21088,South Indian Lake Airport,CA,CA-MB,South Indian Lake,XSI
21089,Stewart Airport,CA,CA-BC,Stewart,ZST
21091,Bloodvein River Airport,CA,CA-MB,Bloodvein River,YDV
21092,Shamattawa Airport,CA,CA-MB,Shamattawa,ZTM
21093,Ignace Municipal Airport,CA,CA-ON,Ignace,ZUC
21094,Churchill Falls Airport,CA,CA-NL,Churchill Falls,ZUM
21095,Edmonton / Villeneuve Airport,CA,CA-AB,Edmonton,
21096,Lac Brochet Airport,CA,CA-MB,Lac Brochet,XLB
21097,Wollaston Lake Airport,CA,CA-SK,Wollaston Lake,ZWL
21098,Kulm Municipal Airport,US,US-ND,Kulm,
21099,Minto Municipal Airport,US,US-ND,Minto,
21101,Lake Isabella Airpark,US,US-MI,Lake Isabella,
21102,Yale Airport,US,US-MI,Yale,
21104,Fessenden Municipal Airport,US,US-ND,Fessenden,
21106,Drayton Municipal Airport,US,US-ND,Drayton,
21107,Starbuck Municipal Airport,US,US-MN,Starbuck,
21108,Canandaigua Airport,US,US-NY,Ontario County IDA,IUA
21109,Stephen Municipal Airport,US,US-MN,Stephen,
21110,Hopewell Airpark,US,US-NY,Canandaigua,
21111,Columbus Municipal Airport,US,US-ND,Columbus,
21112,Clarence Aerodrome,US,US-NY,Buffalo,
21113,Geneseo Airport,US,US-NY,Geneseo,
21114,Timber Lake Municipal Airport,US,US-SD,Timber Lake,
21115,Gowanda Airport,US,US-NY,Gowanda,
21116,Towner Municipal Airport,US,US-ND,Towner,
21117,Dinsmore Airport,US,US-CA,Dinsmore,
21118,Corsica Municipal Airport,US,US-SD,Corsica,
21119,Delta Junction Airport,US,US-AK,Delta Junction,DJN
21120,Creekside Airport,US,US-NY,Holcomb,
21121,Rogersburg Airport,US,US-WA,Anatone,
21126,Dart Airport,US,US-NY,Mayville,
21127,Olcott-Newfane Airport,US,US-NY,Burt,
21128,Red Lake Falls Municipal Airport,US,US-MN,Red Lake Falls,
21129,Ovid Airport,US,US-NY,Ovid,
21130,Campbell Field,US,US-NY,Randolph,
21131,Pratt's Eastern Divide Airport,US,US-NY,Mina,
21132,Mancelona Municipal Airport,US,US-MI,Mancelona,
21133,Spencerport Airpark,US,US-NY,Spencerport,
21135,Illizi Airport,DZ,DZ-33,Illizi,
21136,Hamaguir Airport,DZ,DZ-08,Hamaguir,
21137,El Abiodh Sidi Cheikh Airport,DZ,DZ-32,El Abiodh Sidi Cheikh,
21138,Tinfouchy Airport,DZ,DZ-37,Oum El Assel,
21139,Mostaganem Airport,DZ,DZ-27,Sayada,MQV
21140,Saïda Airport,DZ,DZ-20,Ouled Khaled,
21141,Tindouf East Airport,DZ,DZ-37,Tindouf,
21142,Blida Airport,DZ,DZ-09,Blida,QLD
21143,Bou Saada Airport,DZ,DZ-28,Ouled Sidi Brahim,BUJ
21144,Soummam–Abane Ramdane Airport,DZ,DZ-06,Béjaïa,BJA
21145,Aoulef Airport,DZ,DZ-01,Aoulef,
21146,Houari Boumediene Airport,DZ,DZ-16,Algiers,ALG
21147,Djanet Inedbirene Airport,DZ,DZ-56,Djanet,DJG
21148,Boufarik Air Base,DZ,DZ-09,Boufarik,
21149,Telerghma Airport,DZ,DZ-43,Telerghma,
21150,Reggane Airport,DZ,DZ-01,Reggane,
21151,Illizi Takhamalt Airport,DZ,DZ-33,Illizi,VVZ
21152,Ain Oussera Airport,DZ,DZ-17,Ain Oussera,
21153,Ain Arnat Airport,DZ,DZ-19,Sétif,QSF
21154,Aguenar – Hadj Bey Akhamok Airport,DZ,DZ-11,Tamanrasset,TMR
21155,Jijel Ferhat Abbas Airport,DZ,DZ-18,Tahir,GJL
21156,Bordj Omar Driss Airport,DZ,DZ-33,Bordj Omar Driss,
21157,Chéraga Airport,DZ,DZ-16,Chéraga,
21158,Mecheria Airport,DZ,DZ-45,Mecheria,MZW
21159,Relizane Airport,DZ,DZ-48,Relizane,
21160,Annaba Rabah Bitat Airport,DZ,DZ-23,Annaba,AAE
21161,Mohamed Boudiaf International Airport,DZ,DZ-25,Constantine,CZL
21162,Oum El Bouaghi Air Base,DZ,DZ-04,Oum El Bouaghi,QMH
21164,Cheikh Larbi Tébessi Airport,DZ,DZ-12,Tébessi,TEE
21165,Batna Mostefa Ben Boulaid Airport,DZ,DZ-05,Batna,BLJ
21167,Hassi R'Mel Airport,DZ,DZ-03,Hassi R'Mel,HRM
21168,Tsletsi Airport,DZ,DZ-17,Djelfa,QDJ
21169,Dathina Airport,YE,YE-AB,Dathina,DAH
21172,Abdelhafid Boussouf Bou Chekif Airport,DZ,DZ-14,Tiaret,TID
21173,Béchar Ouakda Aerodrome,DZ,DZ-08,Béchar,
21174,Bousfer Air Base,DZ,DZ-31,Bousfer,
21175,Tindouf Airport,DZ,DZ-37,Tindouf,TIN
21176,Chlef Aboubakr Belkaid International Airport,DZ,DZ-02,Chlef,CFK
21177,Oran Tafraoui Airport,DZ,DZ-31,Tafraoui,TAF
21178,Zenata – Messali El Hadj Airport,DZ,DZ-13,Zenata,TLM
21179,Oran Es-Sénia (Ahmed Ben Bella) International Airport,DZ,DZ-31,Es-Sénia,ORN
21180,Béchar Boudghene Ben Ali Lotfi Airport,DZ,DZ-08,Béchar,CBH
21181,Sidi Bel Abbes Airport,DZ,DZ-22,Sidi Bel Abbès,BFW
21182,Ghriss Airport,DZ,DZ-29,Ghriss,MUW
21183,El Bayadh Airport,DZ,DZ-32,El Bayadh,EBH
21184,In Guezzam Airport,DZ,DZ-58,In Guezzam,INF
21185,Bordj Badji Mokhtar Airport,DZ,DZ-52,Bordj Badji Mokhtar,BMW
21186,Touat Cheikh Sidi Mohamed Belkebir Airport,DZ,DZ-01,Adrar,AZR
21187,Biskra - Mohamed Khider Airport,DZ,DZ-07,Biskra,BSK
21188,El Golea Airport,DZ,DZ-50,El Menia,ELG
21189,Noumérat - Moufdi Zakaria Airport,DZ,DZ-47,El Atteuf,GHA
21190,Hassi Messaoud-Oued Irara Krim Belkacem Airport,DZ,DZ-30,Hassi Messaoud,HME
21191,In Salah Airport,DZ,DZ-57,In Salah,INZ
21192,Touggourt Sidi Madhi Airport,DZ,DZ-55,Touggourt,TGR
21193,Laghouat - Molay Ahmed Medeghri Airport,DZ,DZ-03,Laghouat,LOO
21194,Guemar Airport,DZ,DZ-39,Guemar,ELU
21195,Timimoun Airport,DZ,DZ-54,Timimoun,TMX
21196,Ain Beida Airport,DZ,DZ-30,Ouargla,OGX
21197,Zarzaitine - In Aménas Airport,DZ,DZ-33,In Aménas,IAM
21198,Cadjehoun Airport,BJ,BJ-AQ,Cotonou,COO
21199,Cana Airport,BJ,BJ-ZO,Bohicon,
21200,Djougou Airport,BJ,BJ-DO,Djougou,DJA
21201,Kandi Airport,BJ,BJ-AL,Kandi,KDC
21202,Natitingou Airport,BJ,BJ-AK,Natitingou,NAE
21203,Porga Airport,BJ,BJ-AK,Porga,
21204,Parakou Airport,BJ,BJ-BO,Parakou,PKO
21205,Bembereke Airport,BJ,BJ-BO,Bembereke,
21206,Savé Airport,BJ,BJ-CO,Savé,SVF
21207,Baicheng Chang'an Airport,CN,CN-22,Baicheng,DBC
21209,Debepare Airport,PG,PG-WPD,Debepare,DBP
21227,Dahl Creek Airport,US,US-AK,Dahl Creek,DCK
21230,Duffys Tavern Airport,US,US-AK,Slana,
21233,August Euler Airfield,DE,DE-HE,Griesheim,
21234,Gransee Airfield,DE,DE-BR,Gransee,
21235,Warngau Airfield,DE,DE-BY,Warngau,
21236,Locktow Airfield,DE,DE-BR,Planetal,
21259,Berlinchen Airfield,DE,DE-BR,Berlinchen,
21268,Utscheid Gliderport,DE,DE-RP,Bitburg,
21269,Aichach Airfield,DE,DE-BY,Aichach,
21270,Zierenberg Airfield,DE,DE-HE,Zierenberg,
21271,Zellhausen Sport Airfield,DE,DE-HE,Zellhausen,
21272,Weißenburg-Wülzburg Gliderport,DE,DE-BY,Weißenburg in Bayern,
21273,Wilsche Glider Field,DE,DE-NI,Gifhorn,
21274,Witzenhausen-Burgberg Glider Field,DE,DE-HE,Witzenhausen,
21276,Wildberg Glider Airfield,DE,DE-BW,Wildberg,
21277,Wächtersberg-Hub Glider Airfield,DE,DE-BW,Wildberg,
21278,Steinberg in Surwold Glider Airfield,DE,DE-NI,Surwold,
21279,Altfeld Airfield,DE,DE-BY,Marktheidenfeld,
21280,Alsfeld Airfield,DE,DE-HE,Alsfeld,
21281,Altdorf-Hagenhausen Airfield,DE,DE-BY,Altdorf bei Nürnberg,
21282,Bischofsberg Airfield,DE,DE-BY,Mellrichstadt,
21283,Cham-Janahof Airfield,DE,DE-BY,Cham,
21284,Dobenreuth Gliderport,DE,DE-BY,Forchheim,
21285,Tirschenreuth  Airfield,DE,DE-BY,Tirschenreuth,
21286,Paterzell Airfield,DE,DE-BY,Wessobrunn,
21287,Am Kreuzberg Glider Airfield,DE,DE-BY,Saal an der Saale,
21288,Kronach Airfield,DE,DE-BY,Kronach,
21289,Kaufbeuren Air Base,DE,DE-BY,Kaufbeuren,
21290,Karlstadt-Saupurzel Airfield,DE,DE-BY,Karlstadt am Main,
21291,Altötting Airfield,DE,DE-BY,Altötting,
21292,Antersberg Airfield,DE,DE-BY,Antersberg,
21293,Rammertshof Amberg Airfield,DE,DE-BY,Amberg,
21294,Oberleichtersbach Airfield,DE,DE-BY,Oberleichtersbach,
21295,Tröstau Glider Field,DE,DE-BY,Tröstau,
21296,Königsdorf Gliding Center,DE,DE-BY,Königsdorf,
21298,Erbendorf Airfield,DE,DE-BY,Erbendorf,
21299,Kleinhartpenning UL,DE,DE-BY,Holzkirchen,
21301,Bad Königshofen Airfield,DE,DE-BY,Bad Königshofen,
21302,Bad Wörishofen Glider Airfield,DE,DE-BY,Bad Wörishofen,
21303,Benediktbeuern Airfield,DE,DE-BY,Benediktbeuern,
21304,Brannenburg Airfield,DE,DE-BY,Brannenburg,
21305,Ohlstadt Airfield,DE,DE-BY,Ohlstadt,
21307,Büchig Airfield,DE,DE-BY,Ostheim,
21308,Fichtelbrunn Airfield,DE,DE-BY,Neukirchen bei Sulzbach-Rosenberg,
21309,Friesener Warte Airfield,DE,DE-BY,Hirschaid,
21310,Fürth-Seckendorf Airfield,DE,DE-BY,Cadolzburg,
21311,Füssen Glider Airfield,DE,DE-BY,Füssen,
21312,Gammelsdorf Glider Field,DE,DE-BY,Gammelsdorf,
21313,Geitau Airfield,DE,DE-BY,Bayrischzell,
21314,Geratshof Airfield,DE,DE-BY,Landsberg am Lech,
21315,Greding Gliderport,DE,DE-BY,Greding,
21316,Greiling Airfield,DE,DE-BY,Bad Tölz,
21317,Hallertau Airfield,DE,DE-BY,Wolnzach,
21318,Hersbruck Airfield,DE,DE-BY,Hersbruck,
21319,Hienheim Airfield,DE,DE-BY,Hienheim,
21320,Oberhinkofen Airfield,DE,DE-BY,Obertraubling,
21321,Oeventrop-Ruhrwiesen Airfield,DE,DE-NW,Arnsberg,
21322,Ottenberg Airfield,DE,DE-BY,Berg bei Neumarkt in der Oberpfalz,
21323,Unterwössen Airfield,DE,DE-BY,Unterwössen,
21324,Agathazell Airfield,DE,DE-BY,Burgberg im Allgäu,
21325,Alte Ems Airfield,DE,DE-NI,Herbrum,
21326,Am Salzgittersee Airfield,DE,DE-NI,Salzgitter,
21328,Große Höhe Airfield,DE,DE-NI,Bremen,
21329,Große Wiese Airfield,DE,DE-NI,Wolfenbüttel,
21330,Großes Moor Airfield,DE,DE-NI,Adelheidsdorf,
21331,Hellenhagen Airfield,DE,DE-NI,Halle,
21332,Hellingst Airfield,DE,DE-NI,Holste,
21333,Rote Wiese Glider Field,DE,DE-NI,Helmstedt,
21334,Höpen Airfield,DE,DE-NI,Schneverdingen,
21335,Holtorfsloh Airfield,DE,DE-NI,Holtorfsloh,
21336,Hoya Airfield,DE,DE-NI,Hoya,
21337,Gronau Airfield,DE,DE-NI,An den sieben Bergen,
21338,Aue bei Hattorf Airfield,DE,DE-NI,Hattorf am Harz,
21339,Brockzetel Glider Field,DE,DE-NI,Aurich,
21340,Bad Zwischenahn-Rostrup Airfield,DE,DE-NI,Bad Zwischenahn,
21341,Berliner Heide Airfield,DE,DE-NI,Metzingen,
21342,Bisperode Airfield,DE,DE-NI,Coppenbrügge,
21343,Blexen Airfield,DE,DE-NI,Blexen,
21344,Farrenberg Gliderfield,DE,DE-BW,Mössingen,
21345,Oppershausen Airfield,DE,DE-NI,Wienhausen,
21346,Peißenberg Airfield,DE,DE-BY,Peißenberg,
21347,Quakenbrück Airfield,DE,DE-NI,Quakenbrück,
21348,Scheuen Airfield,DE,DE-NI,Celle,
21350,Steinberg at Wessein Airfield,DE,DE-NI,Wessein,
21351,Bohlenbergerfeld Airfield,DE,DE-NI,Zetel,
21352,Bollrich Airfield,DE,DE-NI,Goslar,
21353,Bückeburg-Weinberg Airfield,DE,DE-NW,Porta Westfalica,
21354,Osterholz-Scharmbeck Airfield,DE,DE-NI,Osterholz-Scharmbeck,
21355,Peine-Glindbruchkippe Airfield,DE,DE-NI,Peine,
21356,Stüde Bernsteinsee Airfield,DE,DE-NI,Sassenburg,
21357,Sultmer Berg Airfield,DE,DE-NI,Northeim,
21358,Tarmstedt Airfield,DE,DE-NI,Westertimke,
21359,Walsrode-Luisenhöhe Airfield,DE,DE-NI,Walsrode,
21360,Ummern Airfield,DE,DE-NI,Gifhorn,
21361,Uslar Airfield,DE,DE-NI,Uslar,
21362,Wenzendorf Airfield,DE,DE-NI,Wenzendorf,
21363,Weper Airfield,DE,DE-NI,Moringen,
21364,FSV Illtal Airfield,DE,DE-SL,Wustweiler,
21365,Amöneburg Airfield,DE,DE-HE,Amöneburg,
21366,Aßlarer Hütte Airfield,DE,DE-HE,Aßlar,
21367,Bensheimer Stadtwiesen Airfield,DE,DE-HE,Bensheim,
21368,Dehausen Airfield,DE,DE-HE,Diemelstadt,
21369,Braunfels Airfield,DE,DE-HE,Kronberg im Taunus,
21370,Der Dingel Airfield,DE,DE-HE,Hofgeismar,
21371,Dornberg-Sontra Airfield,DE,DE-HE,Sontra,
21372,Eibinger Forstwiese Airfield,DE,DE-HE,Rüdesheim am Rhein,
21373,Garbenheimer Wiesen Glider Field,DE,DE-HE,Wetzlar,
21374,Gedern Glider Field,DE,DE-HE,Gedern,
21375,Gießen Airfield,DE,DE-HE,Gießen,
21376,Edermünde-Grifte Airfield,DE,DE-HE,Grifte,
21377,Hessisch Lichtenau Airfield,DE,DE-HE,Hessisch Lichtenau,
21378,Hörbach Airfield,DE,DE-HE,Herborn,
21379,Hoherodskopf Airfield,DE,DE-HE,Schotten,
21380,Eudenbach Glider Field,DE,DE-NW,Bad Honnef,
21381,Huhnrain Airfield,DE,DE-HE,Poppenhausen,
21382,Johannisau Airfield,DE,DE-HE,Fulda,
21383,Homberg (Ohm) Airfield,DE,DE-HE,Homberg (Ohm),
21384,Langenberg Airfield,DE,DE-HE,Niederaula,
21385,Langenselbold Airfield,DE,DE-HE,Langenselbold,
21386,Laufenselden Gliderport,DE,DE-HE,Heidenrod,
21388,Reinheim Airfield,DE,DE-HE,Reinheim,
21389,Pfingstweide Airfield,DE,DE-HE,Butzbach,
21390,Plätzer Airfield,DE,DE-HE,Burghaun,
21391,Pohlheim Airfield,DE,DE-HE,Pohlheim,
21392,Riedelbach Airfield,DE,DE-HE,Weilrod,
21393,Rothenberg Airfield,DE,DE-HE,Oberzent,
21394,Schotten Airfield,DE,DE-HE,Schotten,
21395,Stauffenbühl Airfield,DE,DE-HE,Eschwege,
21397,Michelbach Gliderport,DE,DE-HE,Aarbergen,
21398,Nidda Airfield,DE,DE-HE,Nidda,
21399,Vielbrunn Airfield,DE,DE-HE,Michelstadt,
21400,Oberems Gliderport,DE,DE-HE,Glashütten,
21401,Arnsberg-Ruhrwiese Airfield,DE,DE-NW,Arnsberg,
21402,Bergheim Airfield,DE,DE-NW,Bergheim,
21403,Ziegenhain-Der Ring Airfield,DE,DE-HE,Schwalmstadt,
21404,Borghorst Airfield,DE,DE-NW,Steinfurt,
21405,Büren Airfield,DE,DE-NW,Büren,
21406,Dorsten-Am Kanal Airfield,DE,DE-NW,Dorsten,
21407,Düren-Hürtgenwald Airfield,DE,DE-NW,Hürtgenwald,
21408,Düsseldorf-Wolfsaap Glider Field,DE,DE-NW,Düsseldorf,
21409,Emmerich Airfield,DE,DE-NW,Emmerich am Rhein,
21410,Gustorfer Höhe Airfield,DE,DE-NW,Grevenbroich,
21412,Hengsen-Opherdicke Airfield,DE,DE-NW,Holzwickede,
21413,Welzheim Airfield,DE,DE-BW,Welzheim,
21414,Stolberg-Diepenlinchen Airfield,DE,DE-NW,Stolberg,
21417,Iserlohn-Rheinermark Airfield,DE,DE-NW,Iserlohn,
21418,Kamen-Heeren Airfield,DE,DE-NW,Kamen,
21419,Langenfeld-Wiescheid Airfield,DE,DE-NW,Langenfeld,
21420,Stapelburg Airfield,DE,DE-NI,Stapelburg,
21421,Aukrug Airfield,DE,DE-SH,Aukrug,
21422,Lindlar Gliderport,DE,DE-NW,Lindlar,
21423,Altenbachtal Gliderport,DE,DE-BY,Aschaffenburg,
21424,Bell-Hundheim UL,DE,DE-RP,Bell,
21425,Dankern Airfield,DE,DE-NI,Haren (Ems),
21426,Kückhoven Ultralight Airfield,DE,DE-NW,Erkelenz,
21427,Heinsberg-Selfkant Ultralight Airfield,DE,DE-NW,Waldfeucht,
21428,Dolmar Airfield,DE,DE-TH,Kühndorf,
21429,Ippesheim Ultralight Airfield,DE,DE-BY,Ippesheim,
21430,Kerken Ultralight Airfield,DE,DE-NW,Kerken,
21431,Vettweiß-Soller ULM,DE,DE-NW,Vettweiß,
21432,Eutingen Airfield,DE,DE-BW,Eutingen im Gäu,
21433,Lünen-Lippeweiden Glider Field,DE,DE-NW,Lünen,
21434,Meiersberg Airfield,DE,DE-NW,Heiligenhaus,
21435,Menden-Barge Airfield,DE,DE-NW,Menden,
21436,Löchgau Airfield,DE,DE-BW,Löchgau,
21437,Radevormwald-Leye Airfield,DE,DE-NW,Radevormwald,
21438,Siegen-Eisernhardt Airfield,DE,DE-NW,Siegen,
21440,Wanlo Glider Field,DE,DE-NW,Mönchengladbach,
21441,Warburg-Am Heinberg Airfield,DE,DE-NW,Warburg,
21443,Weipertshofen Airfield,DE,DE-BW,Stimpfach,
21445,Ludwigshafen Airfield,DE,DE-RP,Dannstadt,
21447,Ahlen Airfield,DE,DE-NW,Ahlen,
21448,Waldeck Airfield,DE,DE-HE,Waldeck,
21449,Vinsebeck Airfield,DE,DE-NW,Steinheim,
21450,Stillberghof Airfield,DE,DE-BY,Donauwörth,
21452,Altomünster Airfield,DE,DE-BY,Altomünster,
21453,Bad Bibra Airfield,DE,DE-TH,Finne,
21454,Reute/Bad Waldsee Airfield,DE,DE-BW,Bad Waldsee,
21455,Berg Airfield,DE,DE-BW,Berg,
21456,Bobzin Ultralight Airfield,DE,DE-MV,Bobzin,
21457,Bösingen-Dunningen Airfield,DE,DE-BW,Bösingen,
21458,Dingelstedt Airfield,DE,DE-ST,Huy,
21459,Schlechtenfeld Glider Strip,DE,DE-BY,Ehingen,
21460,Riesa-Canitz Airfield,DE,DE-SN,Riesa,
21462,Modellflugplatz Gerolzhofen,DE,DE-TH,Gerolzhofen,
21463,Grünstadt Airfield,DE,DE-RP,Grünstadt,
21464,Heiligenberg Glider Field,DE,DE-BW,Heiligenberg,
21465,Hohenthann Airfield,DE,DE-BY,Hohenthann,
21466,Irsingen-Hesselberg Airfield,DE,DE-BY,Gerolfingen,
21467,Landau-Ebenberg Airfield,DE,DE-BW,Landau in der Pfalz,
21468,Klippeneck Airfield,DE,DE-BW,Denkingen,
21470,Weilerswist UL,DE,DE-NW,Weilerswist,
21471,Wildberg Airfield,DE,DE-BW,Weißensberg,
21472,Kell Airfield,DE,DE-RP,Kell am See,
