airport_id,name,iso_country,iso_region,city,iata_code
1,Aero B Ranch Airport,US,US-KS,Leoti,
2,Lowell Field,US,US-AK,Anchor Point,
3,Epps Airpark,US,US-AL,Harvest,
4,Katmai Lodge Airport,US,US-AK,King Salmon,
6,Fulton Airport,US,US-OK,Alex,
7,Cordes Airport,US,US-AZ,Cordes,
8,Goldstone (GTS) Airport,US,US-CA,Barstow,
9,Williams Ag Airport,US,US-CA,Biggs,
12,Grass Patch Airport,US,US-FL,Bushnell,
14,River Oak Airport,US,US-FL,Okeechobee,
15,Lt World Airport,US,US-GA,Lithonia,
18,Delta Shores Airport,US,US-ID,Clark Fork,
19,Goltl Airport,US,US-KS,McDonald,
21,Hammer Airport,US,US-IL,Polo,
23,Hayenga's Cant Find Farms Airport,US,US-IL,Kings,
24,Hayden Farm Airport,US,US-KS,Gardner,
25,Robbins Roost Airport,US,US-KY,Stanford,
28,Lejeune Airport,US,US-LA,Crowley,
29,Slater Field,US,US-MD,Federalsburg,
31,Battle Lake Municipal Airport,US,US-MN,Battle Lake,
32,Cooper Flying Service Airport,US,US-MO,Alba,
34,Bucks Airport,US,US-NJ,Bridgeton,
35,North Raleigh Airport,US,US-NC,Louisburg,
39,Weiss Airfield,US,US-NY,West Bloomfield,
42,Gull Bay Landing Airport,US,US-OK,Sandsprings,
45,Ferrell Field,US,US-PA,Mercer,
47,McKenzie Bridge State Airport,US,US-OR,Blue River,
48,Flying O Airport,US,US-SC,Sumter,
49,Homan Field,US,US-SD,Gary,
53,Alpine Range Airport,US,US-TX,Everman,
54,Nowhere Airport,US,US-TX,Goodlett,
57,Vaughan Airport,US,US-VA,Alton,
58,Groundhog Mountain Airport,US,US-VA,Hillsville,
59,Lower Granite State Airport,US,US-WA,Colfax,
60,Howell Airport,US,US-WA,Longbranch,
61,Northern Lite Airport,US,US-WI,Waupaca,
62,Hawks Run Airport,US,US-WA,Asotin,
63,Lazy J. Aerodrome,US,US-WV,Beverly,
67,Purkeypile Airport,US,US-AK,Purkeypile,
69,Ware Island Airport,US,US-AL,Clanton,
70,McHone Heights Airport,US,US-AK,Wasilla,
75,Swansboro Country Airport,US,US-CA,Placerville,
79,Rybolt Ranch Airport,US,US-FL,Orlando,
81,Cedar Knoll Flying Ranch Airport,US,US-FL,Geneva,
83,The Farm Airport,US,US-GA,Wrightsville,
85,Lava Hot Springs Airport,US,US-ID,Lava Hot Springs,
86,Myers Field,US,US-IN,Lizton,
89,William E. Koenig Airport,US,US-IL,Dow,
90,Hilliard Airpark,US,US-FL,Hilliard,
91,Caldwell Municipal Airport,US,US-KS,Caldwell,
92,Flying N Ranch Airport,US,US-KS,Lost Springs,
94,Barham Airport,US,US-LA,Oak Ridge,
95,Schumaier Restricted Landing Area,US,US-IL,Pinckneyville,
96,Country Breeze Airport,US,US-LA,Slaughter,
103,Crystal Lakes Resort Airport,US,US-MT,Fortine,
105,Topsail Airpark,US,US-NC,Holly Ridge,
107,Moore Airfield,US,US-NH,Canaan,
109,Champion Ranch Airport,US,US-NM,Lake Arthur,
111,Lantana Ranch Airport,US,US-NV,Yerington,
116,Spring Creek Ranch East Airport,US,US-OK,Tishomingo,
119,Bierly(Personal Use) Airport,US,US-PA,Bellefonte,
120,Nort's Resort Airport,US,US-PA,Meshoppen,
121,York Airport,US,US-SC,York,
123,Smith Field,US,US-TX,Forney,
124,Colonial Air Park,US,US-TN,Collierville,
128,Duckwater Airport,US,US-NV,Duckwater,
129,La Sal Junction Airport,US,US-UT,La Sal,
130,Pickles Airport,US,US-VA,Berryville,
132,Prehn Cranberry Company Airport,US,US-WI,Tomah,
135,Keyhole Airport,US,US-WY,Pine Haven,
138,Barefoot Airport,US,US-AK,Big Lake,
139,Rustic Wilderness Airport,US,US-AK,Willow,
140,Bass Field,US,US-AL,Foley,
141,Emerald Ridge Airport,US,US-AK,Homer,
145,Shannon Field,US,US-MS,Clarksdale,
146,Conover Air Lodge Airport,US,US-CA,Frazier Park,
147,Mc Cullough Airport,US,US-CO,Monte Vista,
149,Osborn Airfield,US,US-FL,Groveland,
150,Triple R Ranch Airport,US,US-FL,Baker,
152,Doug Bolton Field,US,US-GA,Commerce,
153,Etowah Fields Airport,US,US-GA,Euharlee,
156,Morgan Ranch Airport,US,US-ID,Cascade,
157,King Ultralightport,US,US-IN,Westfield,
158,Diamond P. Field,US,US-IN,Muncie,
160,Jmj Landing Airport,US,US-KS,St Marys,
166,Garner Field,US,US-MD,Brandywine,
167,Nadeau's Airfield,US,US-ME,Acton,
168,Fairplains Airpark,US,US-MI,Greenville,
170,Troy Airpark,US,US-MO,Troy,
171,Watts Field,US,US-MS,Rochdale,
175,Benes Service Airport,US,US-NE,Valparaiso,
178,FFR Animas Landing Strip,US,US-NM,Animas,
180,Paiute Meadows Airport,US,US-NV,Winnemucca,
182,Zimmerman Airport,US,US-OH,Fremont,
183,Murtha Airport,US,US-OH,Conneaut,
186,Rowena Dell Airport,US,US-OR,The Dalles,
190,Cuylers Airport,PR,PR-U-A,Vega Baja,
192,Harpers Airport,US,US-SC,Estill,
193,Wise River Airport,US,US-MT,Wise River,
196,Ellis Field,US,US-TN,Rockvale,
199,Lucin Airport,US,US-UT,Lucin,
200,The Greenhouse Airport,US,US-VA,Culpeper,
202,Cawleys South Prairie Airport,US,US-WA,South Prairie,
203,Beer Airport,US,US-WI,Hudson,
204,Fowler Field,US,US-WA,Tonasket,
205,JLS Farms Airport,US,US-TX,Honey Grove,
211,Thompson International Aviation Airport,US,US-AZ,Hereford,
214,Lake Persimmon Airstrip,US,US-FL,Lake Placid,
217,HIA Airport,US,US-GA,Statesboro,
221,Flying Y Ranch Airport,US,US-ID,Council,
222,Davis Field Ultralightport,US,US-IN,Mount Vernon,
223,Wix Airport,US,US-IL,Monee,
224,Heinzman Airport,US,US-IN,Arcadia,
227,Flying H Farms Airport,US,US-KY,Henderson,
231,Hadley Airport,US,US-MA,Hadley,
233,Maple Ridge Airport,US,US-ME,Harrison,
235,Nauerth Land Ranch Airport,US,US-MN,Lakefield,
238,Cascade Field,US,US-MT,Cascade,
239,McDonnell Airport,US,US-MO,Archie,
240,Utirik Airport,MH,MH-UTI,Utirik Island,UTK
241,Pilots Ridge Airport,US,US-NC,Carolina Beach,
242,Olafson Brothers Airport,US,US-ND,Edinburg,
243,Hyde Ranch Airport,US,US-NE,Comstock,
248,Llama Ranch Airport,US,US-NV,Ruby Valley,
249,Talmage Field,US,US-NY,Riverhead,
250,Gibbs Field,US,US-OH,Fremont,
252,Sahoma Lake Airport,US,US-OK,Sapulpa,
253,Bluebird Airport,US,US-OK,Alex,
254,Powwatka Ridge Airport,US,US-OR,Troy,
257,Sun View Field Airport,US,US-KS,Bonner Springs,
259,Sandy River Airport,US,US-OR,Sandy,
262,Barronena Ranch Airport,US,US-TX,Hebbronville,
265,Brazos Polo Airport,US,US-TX,Orchard,
267,AZ Minerals Corporation Airport,US,US-UT,Mexican Hat,
269,Spangle Field,US,US-WA,Spangle,
271,Aerostone Ranch Airport,US,US-WA,Goldendale,
274,Creekside Airport,US,US-TX,Mertzon,
275,Flying W Ranch Airport,US,US-AK,Soldotna,
277,North 40 Airport,US,US-AK,Sutton,
280,Gray Butte Field,US,US-CA,Palmdale,
281,Hunt's Sky Ranch Airport,US,US-CA,Julian,
284,Richards Field,US,US-FL,Homestead,
286,Cross Creek Farms Airport,US,US-FL,Ormond Beach,
287,Columbus Southwest Airport,US,US-OH,Columbus,
288,Middlekoop Airport,US,US-IA,Packwood,
289,Lanham Field,US,US-ID,Emmett,
291,Schertz Aerial Service - Hudson Airport,US,US-IL,Hudson,
293,Van Gorder Airport,US,US-IL,Mansfield,
295,Natchez Trace Farm Airport,US,US-KY,Hiseville,
299,Goddard Field,US,US-MA,Haverhill,
301,Beech Hill Airport,US,US-ME,Mercer,
302,Rapids Airway Airport,US,US-MI,Eaton Rapids,
303,Helblad Airport,US,US-MN,Kelliher,
305,Nick's Flying Service Inc Airport,US,US-MS,Rolling Fork,
306,Pluhar Airport,US,US-MT,Cohagen,
308,Mc Connell Field Airport,US,US-NE,Sarben,
309,Emmanuel Airport,US,US-NJ,Elmer,
311,Kingston Ranch Airport,US,US-NV,Sandy Valley,
312,Klaverack Airport,US,US-NY,Hudson,
316,Collins Landing Strip,US,US-OR,Mitchell,
323,Hensley Airpark,US,US-TN,Chuckey,
325,4D Ranch Airport,US,US-TX,Utopia,
326,Pocock Airport,US,US-TX,China Spring,
327,Navajo Mountain Airport,US,US-UT,Navajo Mountain,
328,Saguache Municipal Airport,US,US-CO,Saguache,
330,Manquin Flight Park Ultralightport,US,US-VA,Manquin,
331,Lightning Bolt Field Airport,US,US-VT,Cabot,
332,Field of Dreams Airport,US,US-MN,Hinckley,
333,Ox Meadows Airport,US,US-WA,Spokane,
334,Dutch Gap Airstrip,US,US-WI,Bristol,
335,Stillwater Creek Airport,US,US-WA,Royal City,
337,Pecan Field,US,US-TX,Jermyn,
339,Wasilla Creek Airpark,US,US-AK,Palmer,
341,Wetons Aerodrome,US,US-AK,Fox,
342,Ozark Skies Airpark,US,US-AR,Kingston,
346,Pope Valley Airport,US,US-CA,Pope Valley,
347,Rancho de Aereo Airport,US,US-CO,Mead,
349,Melanie's Airport,US,US-FL,Florala,
351,Charlton Strip,US,US-FL,La Belle,
352,Raju Airport,US,US-GA,Richland,
353,Spotts Field,US,US-IA,Nora Springs,
354,Running Creek Ranch Airport,US,US-ID,Elk City,
356,Classic Landings Airport,US,US-IL,Bonfield,
357,Cooper Airport,US,US-IN,Belleville,
358,Hardy Airport,US,US-IL,Mount Auburn,
359,Darbro Field,US,US-KS,Elk City,
360,High Point Farm Airport,US,US-KY,Frankfort,
361,Cartersville Airport,US,US-KY,Paint Lick,
362,Greg's Flying Service Airport,US,US-LA,Winnsboro,
364,Grass Roots Airport,US,US-LA,Alexandria,
367,Breezecroft Airport,US,US-MD,Chestertown,
368,Drisko Airport,US,US-ME,Jonesboro,
373,Jones Landing Airport,US,US-MT,Belgrade,
375,Mc Kay Airport,US,US-NE,Spalding,
378,Gary Fox Airport,US,US-NC,Mebane,
379,Baker Ranches Airport,US,US-NV,Baker,
382,Eaglecrest Field,US,US-OH,Conesville,
383,Dorlon Airpark,US,US-OH,Columbia Station,
385,Peacock Ranch Airport,US,US-OR,Enterprise,
388,Mills Brothers Airport,US,US-PA,Neelyton,
389,Vernonia Airfield,US,US-OR,Vernonia,
390,Brandes Air Field,US,US-TX,Sealy,
391,Hilde-Griff Field,US,US-TX,Georgetown,
393,Dew Drop Airport,US,US-TX,Justin,
394,Circle A Ranch Airport,US,US-TX,Blum,
396,Blanca Airport,US,US-CO,Blanca,
397,Providence Airport,US,US-VA,Farmville,
400,Ames Private Airport,US,US-WI,Darien,
401,Flat Creek Field,US,US-WA,Kettle Falls,
403,Johnson Memorial Airport,US,US-AR,Wilmot,
404,Henning Municipal Airport,US,US-MN,Henning,
405,Twisted Sisters Airport,US,US-AK,Sterling,
406,June Lake Airpark,US,US-AK,Wasilla,
408,Bondair Airport,US,US-AR,Higden,
413,Jecan Airport,US,US-CO,Branson,
414,William P Gwinn Airport,US,US-FL,Jupiter,
415,Grass Roots Airpark,US,US-FL,Mascotte,
419,Rich Field,US,US-IA,Walford,
420,Larkin Airport,US,US-ID,Kuna,
421,Humm Airport,US,US-IL,Earlville,
422,Sinele Strip,US,US-IL,Nauvoo,
432,Noahs Ark Airport,US,US-MO,Waldron,
433,Torgerson Airport,US,US-MT,Ethridge,
434,Randall Airport,US,US-NY,Middletown,
435,Tailwinds Airport,US,US-NC,St. Pauls,
436,Fitterer's Strip,US,US-ND,Glen Ullin,
438,Cole Farm Airport,US,US-NH,Kensington,
440,Silver Creek Airport,US,US-NV,Baker,
441,Murphy Field,US,US-NY,Auburn,
443,Hal Joy Airfield,US,US-OH,Williamsfield,
444,Green Acres Airport,US,US-OH,New Lebanon,
446,Hayden Mountain Airport,US,US-OR,Forest Grove,
447,Freefall Oz Airport,US,US-PA,Ceres,
452,Glaser Field,US,US-TX,Buckholts,
453,Ainsworth Airport,US,US-TX,Cleveland,
454,Hunter Airport,US,US-TN,Columbia,
456,6 Mile Airpark,US,US-TX,Fort McKavett,
457,Diamond N Ranch Airport,US,US-TX,Hockley,
458,Mount Horeb Field,US,US-VA,Grottoes,
461,Western Airpark,US,US-WA,Yelm,
462,J & W Windy Hill Airport,US,US-TX,Van Alstyne,
463,Campbell Field,US,US-TX,Aubrey,
464,Herman Municipal Airport,US,US-MN,Herman,
465,Pan Lake Strip Airport,US,US-AK,Willow,
467,Bro Majors Airfield,US,US-AK,Trapper Creek,
468,Morrilton Airport,US,US-AR,Morrilton,
470,Blue Hill Airport,US,US-ME,Blue Hill,
472,Richvale Airport,US,US-CA,Richvale,
473,Comanche Creek Airport,US,US-CO,Kiowa,
476,Ocean Reef Club Airport,US,US-FL,Key Largo,OCA
479,Alcovy Airport,US,US-GA,Covington,
480,Pope Pate Field,US,US-GA,Ocilla,
482,Hoskins Landing,US,US-IA,Shambaugh,
485,Gray Airport,US,US-IN,Boggstown,
486,Central City Municipal - Larry Reineke Field,US,US-NE,Central City,
487,Heape Field,US,US-KS,Augusta,
488,Blue Lick Airport,US,US-KY,Louisville,
492,Baugher's Orchard Airport,US,US-MD,Westminster,
494,Scott Airstrip,US,US-MI,Lake,
495,Dairyview Airport,US,US-MN,Hadley,
496,Lake Sexton Airport,US,US-MO,Warrensburg,
497,Glasgow Industrial Airport,US,US-MT,Glasgow,
498,Bermudian Valley Airpark,US,US-PA,Washington Township,
499,Hawks Meadow Airport,US,US-NC,Waxhaw,
502,Border Line Farm Airport,US,US-NV,Baker,
505,Pleasant Valley Airport,US,US-OK,Snyder,
506,Bruce's Airport,US,US-OR,Milwaukie,
507,Folmar Airport,US,US-PA,Grassflat,
510,Salaika Aviation Airport,US,US-TX,Danbury,
511,Cuddihy Field,US,US-TX,Corpus Christi,CUX
513,Cross-Country Estates Airport,US,US-TX,Hutto,
515,E Northrop Grumman Airport,US,US-UT,Howell,
516,Alpha Hotel Airport,US,US-VA,Clover,
517,Meadow STOLport,US,US-VT,Jericho,
520,Stallions Airport,US,US-WY,Sheridan,
523,Hill City-Quadna Mountain Airport,US,US-MN,Hill City,
524,Fisher Airport,US,US-AK,Big Lake,
526,Base Camp Airstrip,US,US-AK,"Palmer,",
529,Merrymeeting Field,US,US-ME,Bowdoinham,
531,Kistler Ranch Airport,US,US-CA,Jamestown,
533,Terra Firma Airport,US,US-CO,Rush,
535,City of Coalgate Airport,US,US-OK,Coalgate,
536,Duda Airstrip,US,US-FL,La Belle,
537,Sunniland Ranch Airport,US,US-FL,Okeechobee,
538,J. H. Hendrie Farms Airport,US,US-FL,Lake Placid,
540,Sapelo Island Airport,US,US-GA,Darien,
541,Symms Airport,US,US-ID,Marsing,
545,Hemmer RLA Restricted Landing Area,US,US-IL,Du Quoin,
546,Alderson Airport,US,US-KS,Bennington,
548,Boss Airport,US,US-KY,Burnside,
550,Sauer Airport,US,US-IL,Dwight,
551,Aeleron Airport,US,US-LA,Sunset,
552,Wormid Airport,US,US-MA,Southborough,
554,Lindbergh Airport,US,US-ME,Avon,
557,Twin Oaks Airport,US,US-MO,Jasper,
558,Midsouth Airpark,US,US-MS,Coldwater,
559,Matovich Airport,US,US-MT,Grass Range,
560,Keller Brothers Airport,US,US-PA,Lebanon,
561,Whiteheart Farm Airport,US,US-NC,Lewisville,
562,Brecht Strip,US,US-ND,Golden Valley,
563,Laurel Municipal Airport,US,US-NE,Laurel,
566,Bell Mountain Airport,US,US-NC,Zirconia,
567,Md1 Airport,US,US-NY,Middletown,
568,Kenley Airport,US,US-OH,Hartford,
569,Parks Airport,US,US-OK,Wilburton,
570,Broken B Airport,US,US-OK,Hydro,
571,Saxon Sycan Airport,US,US-OR,Summer Lake,
574,Richmond Airport,US,US-RI,West Kingston,
578,PTC Airport,US,US-TN,Fayetteville,
580,LZ Tango Charlie Airport,US,US-TX,Fredericksburg,
581,Cross Wind Airport,US,US-TX,Weatherford,
582,Stevens-Crosby Airport,US,US-NV,Elko,
583,Pinelodge Runway,US,US-UT,La Sal,
584,Springwood Airstrip,US,US-VA,Buchanan,
587,Knolle Ranch Airport,US,US-TX,Snook,
588,Peterson Airport,US,US-TX,Old Ocean,
590,West Beaver Airport,US,US-AK,Big Lake,
593,Stronghold Airport,US,US-AZ,St David,
595,Alta Sierra Airport,US,US-CA,Grass Valley,
597,Cottonwood Field,US,US-CO,Rocky Ford,
598,Placid Lakes Airport,US,US-FL,Lake Placid,
599,Cheryl-Lane Landings Airport,US,US-FL,Bushnell,
601,Sunbelt Strip,US,US-GA,Moultrie,
603,Skydive Iowa Airport,US,US-IA,Brooklyn,
604,Taylor Ranch Landing Area Airport,US,US-ID,Moscow,
605,Gibbons Field,US,US-IN,Valeene,
607,Gordon Airport,US,US-IN,Columbia City,
609,Coffman Airport,US,US-KS,Wellsville,
612,Pine Hill Airport,US,US-IL,Capron,
614,Kallander Field,US,US-MA,Southborough,
616,Perrotti Skyranch Airfield,US,US-ME,Berwick,
619,Hogue Farm Airport,US,US-MO,Willard,
620,Paint Creek Ranch Airport,US,US-MT,Sula,
621,Airhaven Airport,US,US-NY,Staatsburg,
622,William Irving Lewis Airport,US,US-NC,Broadway,
623,Summer Hill Farm Airport,US,US-NE,Bennington,
625,Dakota Air Ranch Airport,US,US-NC,Ramseur,
627,Ragtime Aerodrome,US,US-OK,Collinsville,
629,Eagle Field,US,US-PA,Port Matilda,
631,Sullivan Lake State Airport,US,US-WA,Metaline Falls,
632,Lazy G Bar Ranch Airport,US,US-TX,Decatur,
633,Running M Ranch Airport,US,US-TX,Glen Rose,
635,Pitcock Rosillos Mountain Ranch Airport,US,US-TX,Marathon,
636,Smokey Mountain Ranch Airport,US,US-TX,Sheffield,
637,Alum Ridge STOLport,US,US-VA,Floyd,
641,Parkway Farm Strip,US,US-WI,Holmen,
645,Kalifornsky Meadows Airport,US,US-AK,Kenai,
647,Scotts Airport,US,US-AK,Salcha,
648,Anderson Lake Airport,US,US-AK,Wasilla,
649,Yentna Bend Strip,US,US-AK,Willow,
650,Parker Lake Airport,US,US-AK,Montana Creek,
651,Young Creek Airport,US,US-AK,May Creek,
652,Victory Airport,US,US-AK,Victory Bible Camp,
653,Bradley Lake Hydroelectric Project Airstrip,US,US-AK,Homer,
655,Falcon Lake Strip,US,US-AK,Point Mackenzie,
657,Resort Airport,US,US-AL,Foley,
661,Flomaton Airport,US,US-AL,Flomaton,
665,Wilson Creek Airport,US,US-AL,Florence,
668,Mission Field-Marotti Memorial Airport,US,US-AR,Crawfordsville,
678,Western Sky Airport,US,US-AZ,Salome,
679,Flying Bucket Ranch Airport,US,US-AZ,Maricopa,
680,Castle Well Airport,US,US-AZ,Morristown,
683,Brewer Airport,US,US-ME,Brewer,
684,Warren-Sugarbush Airport,US,US-VT,Warren,
685,Triple R Airport,US,US-MO,Dearborn,
686,Hinckley Airport,US,US-IL,Hinckley,
687,Canadian Lakes Airport,US,US-MI,Canadian Lakes,
688,Grandpas' Farm Mendota Airport,US,US-IL,Mendota,
689,Cushing Field Ltd Airport,US,US-IL,Newark,
694,Crawford Airport,US,US-CA,Santa Ynez,
695,Shepherd Farm Airport,US,US-CA,Santa Ynez,
696,Hoffman Private Airport,US,US-CA,Santa Ysabel,
697,Emory Ranch Airport,US,US-CA,Ocotillo,
700,Blech Ranch Airport,US,US-CA,Shandon,
703,Foxx Valley Airport,US,US-CO,Yoder,
706,Piñon Canyon Airport,US,US-CO,Model,
708,Fox Hole Airport,US,US-CO,Lafayette,
711,Yosemite Hidden Lake Ranch Airport,US,US-CA,Raymond,
712,Krey Field Airport,US,US-CA,Adelanto,
714,John Nichols Field Airport,US,US-CA,Jamul,
717,Bohunk's Airpark,US,US-CA,Lancaster,
719,Tera Ultralightport,US,US-CA,Ridgecrest,
721,Fiorini Ranch Airport,US,US-CA,Delhi,
722,Sutter Butte Dusters Airport,US,US-CA,Live Oak,
724,Dave's Airport,US,US-CO,Louisville,
725,Crested Butte Airpark,US,US-CO,Crested Butte,CSE
729,Flying M & M Ranch Airport,US,US-CO,Norwood,
731,Cartwheel Airport,US,US-CO,Mead,
732,Van Treese Airport,US,US-CO,Monte Vista,
744,Ada Airport,US,US-OH,Ada,
745,Air Park North,US,US-MI,Elmira,
746,Corydon Airport,US,US-IA,Corydon,
748,Ott's Landing Airport,US,US-FL,Arcadia,
753,The 2A Ranch Airport,US,US-FL,Ormond Beach,
756,Dugger Field,US,US-FL,Freeport,
758,Breezy Knoll Airport,US,US-FL,Defuniak Springs,
760,Joy Farms Airport,US,US-FL,Defuniak Springs,
761,Harper's Fly-In Ranch Airport,US,US-FL,Clewiston,
767,Stanchester Airport,US,US-FL,Lithia,
770,Mc Daniel Ranch Inc. Airport,US,US-FL,Clewiston,
771,North Buffalo Suburban Airport,US,US-NY,Lockport,
773,Halls Flying Ranch Airport,US,US-GA,Hampton,
774,Mustang Field,US,US-GA,Hartwell,
775,"Airnautique, Inc. Airport",US,US-GA,Hartwell,
776,Ayresouth Airport,US,US-GA,Temple,
777,Paradise Falls Airport,US,US-GA,Good Hope,
779,Sunset Strip,US,US-GA,Jersey,
781,Paso Fino Farm Airport,US,US-GA,Valdosta,
782,Roberta Industrial Park Airport,US,US-GA,Roberta,
783,Pinewood Airport,US,US-GA,Douglasville,
784,Crystal Lake Airpark,US,US-GA,Irwinville,
785,Lookout Mountain Airport,US,US-GA,Wildwood,
786,Pecan Patch Airstrip,US,US-GA,Sunnyside,
787,Mountain Airpark,US,US-GA,Cleveland,
788,Carpenter Airport,US,US-GA,Appling,
789,Pegasus Ranch Airport,US,US-GA,Rocky Ford,
790,Kahoka Municipal Airport,US,US-MO,Kahoka,
791,Brazil Clay County Airport,US,US-IN,Brazil,
797,Sharar Field,US,US-IA,Mediapolis,
798,Moore Private Airport,US,US-IA,Millerton,
801,Hannen Airport,US,US-IA,Center Point,
803,South Fork Ranch Airport,US,US-ID,Featherville,
804,Ziggy's Airport,US,US-ID,Filer,
805,Flying Joseph Ranch Airport,US,US-ID,May,
806,Coyote Run Airport,US,US-ID,Mountain Home,
807,Black Butte Ranch Airport,US,US-ID,Shoshone,
808,Ez Lope Ranch Airport,US,US-ID,Oreana,
810,Z X Ranch Airport,US,US-ID,Murphy,
811,Pinnacle Airport,US,US-ID,Grangeville,
812,Corral Creek Airport,US,US-ID,Helmer,
813,Chuck's Airport,US,US-IN,Albany,
815,Creighton Airport,US,US-IN,Bremen,
817,Marshall Field,US,US-IN,Chalmers,
819,Frost Field,US,US-IN,Greenfield,
820,Sutton's Field,US,US-IN,Lowell,
821,Winters Airport,US,US-IN,Martinsville,
824,Griffin Airport,US,US-IL,Alma,
829,Davis Restricted Landing Area,US,US-IL,Hammond,
830,Walter Airport,US,US-IL,DeKalb,
831,Jack W Watson Airport,US,US-IL,DeKalb,
832,Snider Field,US,US-IN,Decker,
833,The Lazy K Airport,US,US-IN,Tocsin,
835,Air Park Field,US,US-IN,New Haven,
836,Byrne Field,US,US-IN,Byrneville,
839,Parrish Airport,US,US-IN,Mount Vernon,
842,Cady Aerial Restricted Landing Area,US,US-IL,Rock Falls,
847,Abbeville Municipal Airport,US,US-AL,Abbeville,
848,Flying Ten Airport,US,US-FL,Archer,
850,Dobie's Airport,US,US-OK,Inola,
851,J V Ranch Airport,US,US-KS,Osage City,
854,Norris Airport,US,US-KS,Lawrence,
855,Oasis Aerodrome,US,US-KS,Great Bend,
857,Mono Aircraft Airport,US,US-KS,Cheney,
858,Pearce Field,US,US-KS,Parsons,
859,Lmn 120 Airport,US,US-KS,Douglas,
860,Owen Air Park,US,US-KY,Owenton,
861,Arnemann Farms Airport,US,US-KY,Franklin,
864,Cambron Field,US,US-KY,Owensboro,
865,Boyce Wafer Farm Airport,US,US-KY,Alvaton,
867,Clinton-Hickman County Airport,US,US-KY,Clinton,
870,Lida Junction Airport,US,US-NV,Goldfield,
871,Goldfield Airport,US,US-NV,Goldfield,
874,Double H Ranch Airport,US,US-LA,Gonzales,
876,Belcher Airpatch Airport,US,US-LA,Belcher,
882,Rebel Field,US,US-LA,Watson,
883,Kaufield Airport,US,US-IL,Belvidere,
884,Jerseyville Aviation Inc Airport,US,US-IL,Jerseyville,
885,Murk's Strip,US,US-IL,St. Augustine,
886,Koenig Airport,US,US-IL,Jerseyville,
887,Flaherty Field,US,US-IL,La Salle,
888,Busboom RLA Restricted Landing Area,US,US-IL,St Joseph,
889,Gord Airport,US,US-IL,Sandwich,
892,Theriot Field,US,US-LA,Thibodaux,
896,Trahan Ultralightport,US,US-LA,Carencro,
897,Dufour Airport,US,US-LA,Morrow,
898,Morgan Field,US,US-LA,New Roads,
899,Lonesome Dove Airfield,US,US-LA,Woodlawn,
900,Huenefeld Airport,US,US-LA,Monroe,
910,Taylor Field,US,US-MD,Sudlersville,
911,Squier Landing Airport,US,US-MD,Newburg,
913,Pond View Private Airport,US,US-MD,Chestertown,
915,Walters Airport,US,US-MD,Mount Airy,
919,Peasley Field,US,US-ME,Otis,
922,Sugar Springs Airpark,US,US-MI,Gladwin,
924,Kelleys Airport,US,US-MI,Grayling,
925,Lesterson-Dempsey Airstrip,US,US-MI,Gwinn,
926,Young's Airport,US,US-MI,Hulbert,
928,Twin Lakes Airport,US,US-MI,Lewiston,
936,Matson Field,US,US-MN,Spring Valley,
940,Ferros Ranch-Aero Airport,US,US-MO,Clinton,
941,Flying G Airport,US,US-MO,La Tour,
942,Short-N-Ruff Airport,US,US-MO,Caledonia,
945,Joe D Lewis Airport,US,US-MO,Edina,
948,Sloan's Airport,US,US-MO,Elsberry,
950,Topton Air Estates Airport,US,US-MS,Meridian,
952,Morgan Field,US,US-MS,Seminary,
958,Catfish Point Airport,US,US-MS,Benoit,
959,Shenandoah Valley Farms Airport,US,US-MS,Houston,
960,Williams Field,US,US-MT,Augusta,
963,Kimp Airport,US,US-MT,Hamilton,
964,Cottonwood Airport,US,US-MT,Laurel,
965,Hanson Airport,US,US-MT,Marion,
966,Pinehurst Ranch Airport,US,US-MT,Thompson Falls,
968,Lone Hawk Airport,US,US-MT,White Fish,
969,Eagle Field,US,US-MO,Ellington,
970,Sunderland Airport,US,US-MO,Avilla,
973,Slaughter Airport,US,US-MO,Marceline,
976,Lambs Field,US,US-MO,Lone Jack,
977,Prince STOLport,US,US-MO,Millersville,
978,RPM Airport,US,US-MO,Fair Grove,
981,Roosterville Airport,US,US-MO,Liberty,
982,Chandelle Airport,US,US-DE,Dover,
984,Albanna Aviation Airport,US,US-DE,Felton,
985,Goerger Airport,US,US-ND,Barney,
986,Sorlie Airport,US,US-ND,Maddock,
987,Boyd's Turf Airport,US,US-ND,Golva,
995,Lindsay Airport,US,US-NC,Madison,
996,Flying S Ranch Airport,US,US-NC,Cleveland,
998,Gilbertson Field,US,US-ND,Flora,
999,Schumacher Strip,US,US-ND,Hague,
1000,Saville Private Airport,US,US-ND,Hazelton,
1001,Merrihew Airport,US,US-NE,Ashby,
1002,Runner Landing Area Airport,US,US-NE,Ashby,
1006,Newman Airport,US,US-NE,Big Springs,
1007,Frager Field,US,US-NE,Fairfield,
1014,Fla-Net Airport,US,US-NJ,Netcong,
1015,Dix Field,US,US-NJ,Linwood,
1019,Berdick Field,US,US-NY,Cattaraugus,
1020,Spring Brook Airport,US,US-NY,Central Square,
1021,Westwind Farm Airport,US,US-NY,Charlton,
1022,Seven Gullies Airport,US,US-NY,Groveland,
1025,Lapeer Flyer Airport,US,US-NY,Marathon,
1029,Columbus Airport,US,US-NM,Columbus,CUS
1030,Negrito Airstrip,US,US-NM,Reserve,
1032,Bennetts Airport,US,US-NY,North Creek,
1033,Russell Field,US,US-NY,Northumberland,
